Time,Amb pressure (PSI),Accel Ped. Pos. (%),Boost (PSI),Boost target (PSI),Coolant (*C),Exhaust flap status,Gear (-),IAT (*C),Lambda bank 1 (AFR),Load act. (%),Load req. (%),MAF (g/s),Oil temp (*C),Rail pressure mean (PSI),Rail pressure req. (PSI),RPM (rpm),Speed (km/h),STFT 1 (%),Throttle Position (*),Timing Cyl. 1,Timing Cyl. 2 (*),Timing Cyl. 3 (*),Timing Cyl. 4 (*),Timing Cyl. 5 (*),Timing Cyl. 6 (*),Torque act. clutch (Nm),Transmission temp (*C),WGDC (%),Boost setpoint factor,Boost target RAM (PSI),Compressor after P-D (kW),Cyl1 Timing Cor (*),Cyl2 Timing Cor (*),Cyl3 Timing Cor (*),Cyl4 Timing Cor (*),Cyl5 Timing Cor (*),Cyl6 Timing Cor (*),Load actual RAM,MAF REQ (P corr.) (g/s),MAF req. WGDC (g/s),Mdk_max_gs (NM),Torque lim. 1 (-),Torque lim. 2 (-),Torque lim. 3 (-),MHD version 3.87 000021571DAA01 v1.08 stg2 plus 93_98
15.187,14.63,21.6,1,0,88,0,6,32,14.13,42.8,42.8,20.2,94,2570.7,2578.2,1447,87,1.1,11.7,19,19,19,19,19,19,116,61,94.6,1,0,0.1,0,0,0,0,0,0,43.4,21.36,21.15,1000,0,0,0,0
15.268,14.63,22,1,0,88,0,6,32,14.11,42.8,43.5,20.3,94,2573.6,2579.6,1446,87,0.3,11.8,19,19,19,19,19,19,116,61,94.6,1,0,0.1,0,0,0,0,0,0,43.7,21.75,21.38,1000,0,0,0,0
15.348,14.63,22,1,0,88,0,6,32,14.11,43.5,43.5,20.4,94,2580.6,2582.4,1448,87,-0.2,12.1,19,19,19,19,19,19,116,61,94.6,1,0,0.1,0,0,0,0,0,0,43.9,21.77,21.47,1000,0,0,0,0
15.429,14.63,22,1,0,88,0,6,32,14.17,43.5,43.6,20.5,94,2581.2,2582.9,1448,87,-0.5,12.1,19,19,19,19,19,19,118,61,94.6,1,0,0.1,0,0,0,0,0,0,44.1,21.72,21.51,1000,0,0,0,0
15.520,14.63,22,0.9,0,88,0,6,32,14.23,43.5,43.5,20.6,94,2574.9,2583.1,1450,87,-0.8,12.1,19,19,19,19,19,19,118,61,94.5,1,0,0.1,0,0,0,0,0,0,44.1,21.78,21.54,1000,0,0,0,0
15.608,14.63,22,0.9,0,88,0,6,32,14.3,43.5,43.6,20.6,94,2588.2,2583.2,1444,86,-1.2,12.1,19,19,19,19,19,19,118,61,94.6,1,0,0.1,0,0,0,0,0,0,44.1,21.8,21.53,1000,0,0,0,0
15.689,14.63,22,0.9,0,88,0,6,32,14.34,43.5,43.6,20.6,94,2577.3,2583.6,1444,87,-1.5,12.3,19,19,19,19,19,19,118,61,94.6,1,0,0.1,0,0,0,0,0,0,44.2,21.74,21.51,1000,0,0,0,0
15.767,14.63,22,0.9,0,88,0,6,32,14.37,44.2,43.6,20.6,94,2585.7,2584.1,1446,87,-1.8,12.3,19,19,19,19,19,19,119,61,94.6,1,0,0.1,0,0,0,0,0,0,44.3,21.77,21.54,1000,0,0,0,0
15.847,14.63,22,0.9,0,88,0,6,32,14.42,43.5,43.6,20.5,94,2588.8,2584.1,1444,87,-2,12.3,19,19,19,19,19,19,119,62,94.6,1,0,0.1,0,0,0,0,0,0,43.8,21.76,21.51,1000,0,0,0,0
15.940,14.63,22,0.9,0,88,0,6,32,14.46,43.5,43.6,20.4,94,2584.1,2584.1,1444,87,-2.1,12.3,19,19,19,19,19,19,118,62,94.6,1,0,0.1,0,0,0,0,0,0,43.8,21.69,21.51,1000,0,0,0,0
16.017,14.62,21.6,0.9,0,88,0,6,32,14.48,43.5,42.8,20.3,94,2585.7,2581.7,1446,87,-2.4,12.3,19,19,19,19,19,19,118,62,94.6,1,0,0.1,0,0,0,0,0,0,43,21.02,21.15,1000,0,0,0,0
16.104,14.62,21.6,0.8,0,88,0,6,32,14.5,42,42,19.6,94,2580.7,2573.1,1442,87,-2.6,11.9,19,19,19,19,19,19,116,62,94.6,1,0,0,0,0,0,0,0,0,42,20.97,20.88,1000,0,0,0,0
16.187,14.62,21.6,0.8,0,88,0,6,32,14.53,42,42,19.6,94,2567.4,2565.6,1446,87,-2.8,11.8,19,19,19,19,19,19,112,62,94.6,1,0,0,0,0,0,0,0,0,42,21.01,20.8,1000,0,0,0,0
16.269,14.62,21.6,0.8,0,88,0,6,32,14.57,42,42,19.5,94,2560.6,2561.7,1444,87,-2.8,11.8,19.5,19.5,19.5,19.5,19.5,19.5,111,62,94.6,1,0,0,0,0,0,0,0,0,41.9,20.96,20.77,1000,0,0,0,0
16.347,14.62,21.6,0.8,0,88,0,6,32,14.6,42,42,19.6,94,2562.3,2559.1,1445,87,-2.9,11.8,19.5,19.5,19.5,19.5,19.5,19.5,111,62,94.6,1,0,0,0,0,0,0,0,0,41.8,21.04,20.77,1000,0,0,0,0
16.428,14.62,21.6,0.8,0,88,0,6,32,14.55,41.2,42,19.4,94,2558.7,2557.5,1445,87,-3.3,12.1,19.5,19.5,19.5,19.5,19.5,19.5,110,62,94.6,1,0,0,0,0,0,0,0,0,41.8,20.98,20.77,1000,0,0,0,0
16.521,14.62,21.2,0.8,0,88,0,6,32,14.53,41.2,41.4,19.4,94,2553.7,2555.1,1446,87,-3.5,12,19.5,19.5,19.5,19.5,19.5,19.5,110,62,94.6,1,0,0,0,0,0,0,0,0,41.6,20.68,20.57,1000,0,0,0,0
16.620,14.62,20.8,0.8,0,88,0,6,32,14.59,41.2,40.8,19.3,94,2547.6,2548,1443,87,-3.4,11.7,19.5,19.5,19.5,19.5,19.5,19.5,110,62,94.6,1,0,0,0,0,0,0,0,0,41.2,20.32,20.27,1000,0,0,0,0
16.700,14.62,20.4,0.8,0,88,0,6,32,14.65,39.8,40,18.6,94,2546.9,2539.8,1446,87,-3.4,11.3,19.5,19.5,19.5,19.5,19.5,19.5,108,62,94.6,1,0,0,0,0,0,0,0,0,39.8,20.03,20.01,1000,0,0,0,0
16.776,14.62,20.4,0.8,0,88,0,6,32,14.67,39.8,40.1,18.5,94,2532.3,2532,1440,87,-3.2,11.2,19.5,19.5,19.5,19.5,19.5,19.5,103,62,94.7,1,0,0,0,0,0,0,0,0,39.7,19.97,19.85,1000,0,0,0,0
16.860,14.62,20.4,0.7,0,88,0,6,32,14.53,39,40.1,18.5,94,2522.6,2526.8,1446,87,-4,11.2,19.5,19.5,19.5,19.5,19.5,19.5,102,62,94.6,1,0,0,0,0,0,0,0,0,39.7,20.07,19.84,1000,0,0,0,0
16.948,14.62,20.4,0.7,0,88,0,6,32,14.45,39,40.1,18.5,94,2518,2523.6,1448,87,-4.5,11.3,19.5,19.5,19.5,19.5,19.5,19.5,102,62,94.6,1,0,0,0,0,0,0,0,0,39.7,20.04,19.85,1000,0,0,0,0
17.029,14.62,20.4,0.7,0,88,0,6,32,14.45,39,40.1,18.5,94,2520.3,2521.3,1446,87,-4.7,11.5,19.5,19.5,19.5,19.5,19.5,19.5,102,62,94.6,1,0,0,0,0,0,0,0,0,39.8,20.03,19.84,1000,0,0,0,0
17.108,14.62,20.4,0.7,0,88,0,6,32,14.48,39.8,40.1,18.6,94,2513.7,2520,1444,87,-5,11.5,19.5,19.5,19.5,19.5,19.5,19.5,102,62,94.7,1,0,0,0,0,0,0,0,0,39.8,20.04,19.82,1000,0,0,0,0
17.189,14.62,20.4,0.7,0,88,0,6,32,14.51,39.8,40.1,18.6,94,2512.3,2519.1,1444,87,-5.1,11.5,19.5,19.5,19.5,19.5,19.5,19.5,102,62,94.7,1,0,0,0,0,0,0,0,0,39.8,20.07,19.82,1000,0,0,0,0
17.269,14.62,20.4,0.7,0,88,0,6,32,14.53,39.8,40.1,18.6,94,2516.8,2518.3,1446,87,-5.2,11.5,19.5,19.5,19.5,19.5,19.5,19.5,103,62,94.6,1,0,0,0,0,0,0,0,0,39.8,20.03,19.83,1000,0,0,0,0
17.349,14.62,20.8,0.7,0,88,0,6,32,14.54,39.8,40.7,18.6,94,2520.5,2523.2,1446,87,-5.3,11.7,19.5,19.5,19.5,19.5,19.5,19.5,103,62,94.6,1,0,0,0,0,0,0,0,0,40,20.34,20.01,1000,0,0,0,0
17.428,14.62,20.8,0.7,0,88,0,6,32,14.56,39.8,40.7,18.7,94,2526.4,2528.2,1444,86,-5.5,12,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.6,1,0,0,0,0,0,0,0,0,40.2,20.25,20.06,1000,0,0,0,0
17.528,14.62,20.8,0.7,0,88,0,6,32,14.59,39.8,40.7,18.8,94,2530.6,2528.2,1442,86,-5.6,11.9,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.7,1,0,0,0,0,0,0,0,0,40.3,20.3,20.08,1000,0,0,0,0
17.608,14.62,20.8,0.6,0,88,0,6,32,14.61,39.8,40.7,18.7,94,2523.1,2528.2,1444,87,-5.6,11.8,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.6,1,0,0,0,0,0,0,0,0,40.2,20.32,20.1,1000,0,0,0,0
17.693,14.62,20.8,0.6,0,88,0,6,32,14.68,39.8,40.7,18.7,94,2520.3,2528.4,1444,87,-5.3,11.8,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.7,1,0,0,0,0,0,0,0,0,40.1,20.38,20.11,1000,0,0,0,0
17.779,14.62,20.8,0.6,0,88,0,6,32,14.69,39.8,40.7,18.7,94,2528.9,2528.7,1445,87,-5.3,11.8,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.6,1,0,0,0,0,0,0,0,0,40.2,20.3,20.12,1000,0,0,0,0
17.861,14.62,20.8,0.6,0,88,0,6,32,14.67,39.8,40.7,18.7,94,2525.4,2528.7,1445,86,-5.2,11.8,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.6,1,0,0,0,0,0,0,0,0,40.3,20.3,20.12,1000,0,0,0,0
17.960,14.62,20.8,0.6,0,88,0,6,32,14.66,39.8,40.7,18.7,94,2538.3,2528.7,1448,87,-5.3,11.8,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.7,1,0,0,0,0,0,0,0,0,40.2,20.32,20.1,1000,0,0,0,0
18.040,14.62,20.8,0.6,0,88,0,6,32,14.65,39.8,40.7,18.8,94,2527,2528.7,1446,87,-5.3,11.8,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.7,1,0,0,0,0,0,0,0,0,40.2,20.3,20.11,1000,0,0,0,0
18.120,14.62,21.2,0.6,0,88,0,6,32,14.61,39.8,40.7,18.8,94,2531.9,2528.7,1447,86,-5.5,11.9,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.7,1,0,0,0,0,0,0,0,0,40.6,20.6,20.22,1000,0,0,0,0
18.198,14.62,21.6,0.6,0,88,0,6,32,14.59,42,42.6,19.5,94,2541.6,2548.3,1446,86,-5.6,12.6,19.5,19.5,19.5,19.5,19.5,19.5,104,62,94.7,1,0,0,0,0,0,0,0,0,42.2,21.33,20.71,1000,0,0,0,0
18.284,14.62,21.6,0.6,0,88,0,6,32,14.61,42,42.8,19.7,94,2567.5,2566.7,1448,87,-5.6,12.9,19,19,19,19,19,19,110,62,94.6,1,0,0.1,0,0,0,0,0,0,42.3,21.36,21.01,1000,0,0,0,0
18.367,14.62,21.6,0.6,0,88,0,6,32,14.74,42,42.8,19.7,94,2569,2567.8,1447,87,-5,12.9,19,19,19,19,19,19,112,62,94.6,1,0,0.1,0,0,0,0,0,0,42.5,21.27,21.07,1000,0,0,0,0
18.451,14.62,21.6,0.6,0,88,0,6,32,14.86,42,42.8,19.8,94,2576.7,2567.8,1448,87,-4.3,12.9,19,19,19,19,19,19,112,62,94.6,1,0,0.1,0,0,0,0,0,0,42.4,21.33,21.11,1000,0,0,0,0
18.539,14.62,21.6,0.6,0,88,0,6,32,14.88,42,42.8,19.8,94,2567.9,2567.8,1446,87,-4.2,12.9,19,19,19,19,19,19,112,62,94.6,1,0,0.1,0,0,0,0,0,0,42.4,21.27,21.09,1000,0,0,0,0
18.620,14.62,21.6,0.6,0,88,0,6,32,14.86,42,42.8,19.8,94,2573.5,2567.8,1446,87,-3.9,12.9,19,19,19,19,19,19,112,62,94.6,1,0,0.1,0,0,0,0,0,0,42.4,21.3,21.12,1000,0,0,0,0
18.704,14.62,22,0.6,0,88,0,6,32,14.86,42,42.8,19.7,94,2573.4,2567.8,1448,87,-3.5,12.9,19,19,19,19,19,19,112,62,94.6,1,0,0.1,0,0,0,0,0,0,42.4,21.7,21.32,1000,0,0,0,0
18.788,14.62,22,0.6,0,88,0,6,32,14.84,42,43.5,19.7,94,2573.6,2582.1,1448,87,-3.3,13.1,19,19,19,19,19,19,112,62,94.6,1,0,0.1,0,0,0,0,0,0,42.4,21.68,21.46,1000,0,0,0,0
18.868,14.62,22.4,0.6,0,88,0,6,32,14.83,43.5,43.6,20.3,94,2580.2,2582.8,1448,87,-2.9,13.3,19,19,19,19,19,19,112,62,94.6,1,0,0.1,0,0,0,0,0,0,43.6,22.16,21.72,1000,0,0,0,0
18.948,14.62,23.1,0.6,0,88,0,6,32,14.8,45,46.1,21.1,94,2593.9,2612.1,1452,87,-2.2,14.4,19,19,19,19,19,19,116,62,94.5,1,0,0.1,0,0,0,0,0,0,45.9,23.23,22.46,1000,0,0,0,0
19.039,14.62,23.1,0.6,0,88,0,6,32,14.77,45.8,46.4,21.5,94,2633.2,2635,1456,87,-1.5,15,19,19,19,19,19,19,122,62,94.4,1,0,0.1,0,0,0,0,0,0,46,23.25,22.85,1000,0,0,0,0
19.120,14.62,23.5,0.6,0,89,0,6,32,14.69,45.8,46.3,21.5,94,2642.4,2637.1,1451,87,-0.5,14.7,19,19,19,19,19,19,124,62,94.4,1,0,0.1,0,0,0,0,0,0,46.4,23.57,23.11,1000,0,0,0,0
19.197,14.62,23.5,0.6,0,89,0,6,32,14.59,45.8,47.2,21.6,94,2650.9,2652.2,1454,87,-1.4,14.8,19,19,19,19,19,19,126,62,94.4,1,0,0.1,0,0,0,0,0,0,46.7,23.67,23.33,1000,0,0,0,0
19.280,14.62,23.5,0.6,0,89,0,6,32,14.44,46.5,47.2,21.9,94,2658.8,2654.7,1461,87,-1.7,14.9,19,19,19,19,19,19,126,62,94.4,1,0,0.1,0,0,0,0,0,0,46.5,23.88,23.51,1000,0,0,0,0
19.360,14.62,23.5,0.7,0,89,0,6,32,14.46,46.5,47.2,21.9,94,2659.3,2656.3,1465,87,-1.7,15.2,19,19,19,19,19,19,127,62,94.3,1,0,0.1,0,0,0,0,0,0,46.7,23.9,23.59,1000,0,0,0,0
19.448,14.62,23.9,0.7,0,89,0,6,32,14.51,47.2,48.3,22.5,94,2654.8,2665.2,1474,87,-2,15.3,19.5,19.5,19.5,19.5,19.5,19.5,127,62,94.2,1,0.1,0.1,0,0,0,0,0,0,48.3,25,24.17,1000,0,0,0,0
19.540,14.62,23.9,0.7,0.1,89,0,6,32,14.64,48.8,49.3,23.5,94,2682,2693,1484,87,-1.8,16.6,19.5,19.5,19.5,19.5,19.5,19.5,132,62,94,1.01,0.1,0.1,0,0,0,0,0,0,49,25.36,24.76,1000,0,0,0,0
19.636,14.62,24.3,0.7,0.2,89,0,6,32,14.59,48.8,50.3,23.4,94,2706.1,2703.5,1492,87,-2,16.5,19.5,19.5,19.5,19.5,19.5,19.5,135,62,93.8,1.01,0.2,0.1,0,0,0,0,0,0,49.5,25.84,25.34,1000,0,0,0,0
19.732,14.62,24.3,0.7,0.2,89,0,6,32,14.61,48.8,50.5,23.6,94,2722.1,2718.2,1488,87,-2,16.8,19.5,19.5,19.5,19.5,19.5,19.5,136,62,93.9,1.02,0.2,0.1,0,0,0,0,0,0,49.2,25.88,25.57,1000,0,0,0,0
19.828,14.62,25.5,0.7,0.4,89,0,6,32,14.65,51,52.1,24.4,94,2728.1,2735.8,1484,87,-1.9,17.4,19,19,19,19,19,19,136,62,93.1,1.03,0.5,0.1,0,0,0,0,0,0,52.8,27.35,26.47,1000,0,0,0,0
19.920,14.62,25.5,0.7,0.6,89,0,6,32,14.75,51.8,53.3,25.3,94,2775.3,2768.1,1504,87,0.4,18.6,18,18,18,18,18,18,143,62,92.9,1.04,0.6,0.1,0,0,0,0,0,0,52.6,27.71,27.09,1000,0,0,0,0
19.998,14.62,25.5,0.8,0.6,89,0,6,32,14.82,52.5,53.3,25.4,94,2782.6,2772.7,1503,87,0.8,18.4,18,18,18,18,18,18,146,62,92.9,1.04,0.6,0.1,0,0,0,0,0,0,52.5,27.53,27.26,1000,0,0,0,0
20.080,14.62,25.5,0.8,0.6,89,0,6,32,14.89,51.8,53.2,25.3,94,2784.3,2772.8,1492,87,1.4,18.1,17.5,17.5,17.5,17.5,17.5,17.5,146,62,93,1.04,0.6,0.1,0,0,0,0,0,0,52.5,27.37,27.21,1000,0,0,0,0
20.160,14.62,25.5,0.8,0.6,89,0,6,32,14.99,52.5,53.2,25.2,94,2771.7,2772.2,1490,87,3.9,17.9,17.5,17.5,17.5,17.5,17.5,17.5,146,62,93.1,1.04,0.6,0.1,0,0,0,0,0,0,52.6,27.33,27.15,1000,0,0,0,0
20.239,14.62,25.5,0.8,0.6,89,0,6,32,14.95,52.5,53.2,25.3,94,2765.6,2771.8,1498,87,4.5,17.9,17.5,17.5,17.5,17.5,17.5,17.5,146,62,93,1.04,0.6,0.1,0,0,0,0,0,0,52.6,27.49,27.2,1000,0,0,0,0
20.320,14.62,25.5,0.9,0.6,89,0,6,32,14.8,52.5,53.3,25.4,94,2776.4,2772.5,1496,87,4.9,17.8,17.5,17.5,17.5,17.5,17.5,17.5,146,62,93,1.04,0.6,0.1,0,0,0,0,0,0,52.8,27.57,27.27,1000,0,0,0,0
20.400,14.62,25.5,0.9,0.6,89,0,6,32,14.63,52.5,53.2,25.6,94,2771.2,2772.7,1502,87,5.2,17.8,18,18,18,18,18,18,147,62,93,1.04,0.6,0.1,0,0,0,0,0,0,52.9,27.65,27.36,1000,0,0,0,0
20.487,14.62,25.5,0.9,0.6,89,0,6,32,14.59,52.5,53.2,25.6,94,2779.9,2772.7,1505,87,5.7,17.7,18,18,18,18,18,18,148,62,93,1.04,0.6,0.1,0,0,0,0,0,0,52.9,27.58,27.37,1000,0,0,0,0
20.568,14.62,25.9,0.9,0.6,89,0,6,32,14.47,52.5,53.2,25.6,94,2764.1,2772.6,1501,87,5.2,17.4,18,18,18,18,18,18,148,62,93,1.04,0.6,0.1,0,0,0,0,0,0,53.5,28.02,27.53,1000,0,0,0,0
20.648,14.62,25.9,0.9,0.6,89,0,6,32,14.46,53.2,55,25.9,94,2769.9,2788.4,1502,87,5,17.6,17,17,17,17,17,17,149,62,92.4,1.05,0.6,0.1,0,0,0,0,0,0,54.3,28.93,28.05,1000,0,0,0,0
20.728,14.62,26.7,0.9,0.7,89,0,6,32,14.46,55.5,56.8,27.1,94,2808.4,2818.3,1507,88,4.5,18.3,16.5,16.5,16.5,16.5,16.5,16.5,152,62,91.9,1.05,0.7,0.1,0,0,0,0,0,0,56.4,29.57,28.81,1000,0,0,0,0
20.860,14.62,26.7,0.9,0.7,89,0,6,32,14.48,56.2,56.9,27.5,94,2829.3,2836.3,1514,88,4.2,18.3,15.5,15.5,15.5,15.5,15.5,15.5,157,62,91.8,1.05,0.7,0.1,0,0,0,0,0,0,56.6,29.81,29.25,1000,0,0,0,0
20.939,14.62,26.7,1,0.7,89,0,6,32,14.68,56.2,57.1,27.5,94,2852,2844.4,1508,88,4.6,18.3,15.5,15.5,15.5,15.5,15.5,15.5,158,62,91.8,1.05,0.7,0.1,0,0,0,0,0,0,56.7,29.7,29.46,1000,0,0,0,0
21.020,14.62,26.7,1,0.7,89,0,6,32,14.73,56.2,57,27.5,94,2853.9,2844.8,1508,88,4.8,18.1,15.5,15.5,15.5,15.5,15.5,15.5,159,62,91.8,1.05,0.7,0.1,0,0,0,0,0,0,56.6,29.68,29.45,1000,0,0,0,0
21.097,14.62,26.7,1,0.7,89,0,6,32,14.75,56.2,57,27.4,94,2837.1,2844.4,1506,88,5.1,17.9,15.5,15.5,15.5,15.5,15.5,15.5,160,62,91.9,1.05,0.7,0.1,0,0,0,0,0,0,56.6,29.58,29.38,1000,0,0,0,0
21.180,14.62,26.7,1,0.7,88,0,6,32,14.76,56.2,57,27.4,94,2843.6,2843.5,1503,88,5.4,17.9,15.5,15.5,15.5,15.5,15.5,15.5,160,62,91.9,1.05,0.7,0.1,0,0,0,0,0,0,56.6,29.57,29.33,1000,0,0,0,0
21.258,14.62,26.7,1.1,0.7,88,0,6,32,14.71,56.2,56.9,27.4,94,2848.5,2843.3,1507,88,5.5,17.7,15.5,15.5,15.5,15.5,15.5,15.5,160,62,91.8,1.05,0.7,0.1,0,0,0,0,0,0,56.6,29.64,29.36,1000,0,0,0,0
21.338,14.62,25.9,1.1,0.6,88,0,6,32,14.72,56.2,56.1,27.4,94,2838.3,2840.5,1508,88,6,17.6,15.5,15.5,15.5,15.5,15.5,15.5,160,62,92.1,1.05,0.6,0.1,0,0,0,0,0,0,54.9,28.38,28.93,1000,0,0,0,0
21.419,14.62,25.9,1.1,0.6,88,0,6,32,14.71,54,54.3,26.4,94,2842.2,2822,1506,88,6.4,16.6,16.5,16.5,16.5,16.5,16.5,16.5,157,62,92.6,1.05,0.6,0.1,0,0,0,0,0,0,54.6,27.66,28.25,1000,0,0,0,0
21.499,14.62,25.1,1.1,0.5,88,0,6,32,14.65,52.5,52.5,25.6,94,2823.7,2800.1,1498,88,6.6,15.4,17,17,17,17,17,17,154,62,93.2,1.04,0.5,0.1,0,0,0,0,0,0,52.5,27.14,27.39,1000,0,0,0,0
21.579,14.62,24.7,1.1,0.5,88,0,6,32,14.49,52.5,52.4,25.3,94,2786.7,2779.1,1496,88,6.4,15.4,17.5,17.5,17.5,17.5,17.5,17.5,148,62,93.2,1.04,0.4,0.1,0,0,0,0,0,0,52.3,26.63,26.86,1000,0,0,0,0
21.657,14.62,24.7,1.1,0.4,88,0,6,32,14.37,51.8,51.5,25.1,94,2768.2,2761.6,1500,88,5.9,15.4,18.5,18.5,18.5,18.5,18.5,18.5,146,62,93.4,1.03,0.4,0.1,0,0,0,0,0,0,51.9,26.69,26.59,1000,0,0,0,0
21.740,14.62,24.7,1.1,0.4,88,0,6,32,14.24,51.8,51.5,25.1,94,2756.5,2751.7,1503,88,4.9,15.3,18.5,18.5,18.5,18.5,18.5,18.5,144,62,93.4,1.03,0.4,0.1,0,0,0,0,0,0,51.8,26.68,26.51,1000,0,0,0,0
21.820,14.62,24.3,1.1,0.4,88,0,6,32,14.18,51,51.5,25,94,2746.2,2746.4,1502,88,3.9,15.2,18.5,18.5,18.5,18.5,18.5,18.5,144,62,93.7,1.03,0.3,0.1,0,0,0,0,0,0,51,26.24,26.25,1000,0,0,0,0
21.908,14.62,23.9,1.1,0.2,88,0,6,32,14.21,49.5,49.6,24.1,94,2746.9,2730.1,1498,88,3.3,14.1,20,20,20,20,20,20,141,62,93.9,1.02,0.1,0.1,0,0,0,0,0,0,49.2,25.15,25.61,1000,0,0,0,0
21.987,14.62,23.5,1.1,0.1,88,0,6,32,14.25,48,48.6,23.4,94,2720.6,2713.3,1494,88,2.8,13.7,19.5,19.5,19.5,19.5,19.5,19.5,136,62,93.9,1.01,0,0.1,0,0,0,0,0,0,48.1,24.57,24.9,1000,0,0,0,0
22.068,14.62,23.1,1.1,0,88,0,6,32,14.19,47.2,47.6,22.9,94,2696.5,2693.9,1498,88,2,13.1,19.5,19.5,19.5,19.5,19.5,19.5,133,62,93.9,1.01,0,0.1,0,0,0,0,0,0,47,24.15,24.36,1000,0,0,0,0
22.148,14.62,23.1,1.1,0,88,0,6,32,14.14,46.5,46.7,22.7,94,2682.6,2675.8,1496,88,1.2,13.1,19.5,19.5,19.5,19.5,19.5,19.5,130,62,93.9,1,0,0.1,0,0,0,0,0,0,47.1,24.05,24.05,1000,0,0,0,0
22.229,14.62,23.1,1.1,0,88,0,6,32,13.99,46.5,46.6,22.7,94,2656.4,2664.1,1493,88,-0.1,13,19.5,19.5,19.5,19.5,19.5,19.5,130,62,93.9,1,0,0.1,0,0,0,0,0,0,47.1,24.05,23.9,1000,0,0,0,0
22.308,14.62,23.1,1.1,0,88,0,6,32,13.95,46.5,46.6,22.3,94,2647.1,2657.1,1486,88,-1,12.9,19.5,19.5,19.5,19.5,19.5,19.5,129,62,94,1,0,0.1,0,0,0,0,0,0,46.5,23.91,23.78,1000,0,0,0,0
22.388,14.62,23.5,1.1,0,88,0,6,32,13.95,46.5,46.5,22.2,94,2654.5,2652.3,1480,88,-1.9,12.9,19.5,19.5,19.5,19.5,19.5,19.5,127,62,94.1,1,0,0.1,0,0,0,0,0,0,46.6,24.23,23.87,1000,0,0,0,0
22.480,14.62,23.5,1,0,88,0,6,32,14.05,46.5,47.4,22.2,94,2659.8,2659.5,1480,88,-2.4,13,19.5,19.5,19.5,19.5,19.5,19.5,128,62,94.1,1,0,0.1,0,0,0,0,0,0,46.7,24.3,23.99,1000,0,0,0,0
22.567,14.62,23.5,1,0,88,0,6,32,14.17,46.5,47.4,22.4,94,2656.9,2660.7,1490,88,-2.7,13.3,19.5,19.5,19.5,19.5,19.5,19.5,128,62,94,1,0,0.1,0,0,0,0,0,0,46.8,24.32,24.08,1000,0,0,0,0
22.648,14.62,23.5,1,0,88,0,6,32,14.33,46.5,47.4,22.5,94,2659.1,2661.4,1494,88,-2.8,13.4,19.5,19.5,19.5,19.5,19.5,19.5,128,62,94,1,0,0.1,0,0,0,0,0,0,47,24.46,24.18,1000,0,0,0,0
22.728,14.62,23.9,1,0,88,0,6,32,14.43,47.2,47.5,22.9,94,2668,2663,1496,88,-3,13.5,19.5,19.5,19.5,19.5,19.5,19.5,128,62,93.9,1,0.1,0.1,0,0,0,0,0,0,48.3,25.1,24.51,1000,0,0,0,0
22.807,14.62,23.9,1,0.1,88,0,6,32,14.53,48,48.6,23.5,94,2675.8,2682.3,1514,89,-3,14.1,20,20,20,20,20,20,131,62,93.9,1.01,0.1,0.1,0,0,0,0,0,0,48.2,25.4,24.89,1000,0,0,0,0
22.887,14.62,23.9,1,0.1,88,0,6,32,14.53,48,48.6,23.5,94,2677,2685.9,1516,89,-3.3,14.4,20,20,20,20,20,20,132,62,93.8,1.01,0.1,0.1,0,0,0,0,0,0,48.4,25.32,25.07,1000,0,0,0,0
22.968,14.62,23.9,1,0.2,88,0,6,32,14.48,48,49.4,23.5,94,2689.4,2689.7,1512,89,-3.7,14.5,20,20,20,20,20,20,133,62,93.8,1.01,0.2,0.1,0,0,0,0,0,0,49.2,25.83,25.35,1000,0,0,0,0
23.048,14.62,23.9,0.9,0.2,88,0,6,32,14.61,48.8,49.6,24,94,2699.4,2702.5,1518,89,-3.5,15.1,20,20,20,20,20,20,135,62,93.8,1.02,0.2,0.1,0,0,0,0,0,0,49.2,25.99,25.58,1000,0,0,0,0
23.128,14.62,23.9,0.9,0.2,88,0,6,32,14.7,48.8,49.6,24.1,94,2698.1,2704.7,1522,89,-3.4,15.1,20,20,20,20,20,20,136,62,93.8,1.02,0.2,0.1,0,0,0,0,0,0,49.2,25.96,25.69,1000,0,0,0,0
23.208,14.62,23.9,1,0.2,88,0,6,32,14.81,48.8,49.6,24,94,2708.4,2705.1,1518,89,-2.9,15.1,20,20,20,20,20,20,136,62,93.8,1.02,0.2,0.1,0,0,0,0,0,0,49.2,25.89,25.72,1000,0,0,0,0
23.299,14.62,23.9,0.9,0.2,88,0,6,32,14.86,48.8,49.5,24,94,2707.4,2705.1,1517,89,-2.6,15.1,20,20,20,20,20,20,136,62,93.8,1.02,0.2,0.1,0,0,0,0,0,0,49.1,25.89,25.68,1000,0,0,0,0
